Województwo,"Rodzaj produktu rolnego, środka spożywczego lub napoju spirytusowego wpisanego na lpt","Nazwa produktu rolnego, środka spożywczego lub napoju spirytusowego wpisanego na lpt",Data wpisu na lpt
lubelskie,Napoje (alkoholowe i bezalkoholowe),Nalewka z płatków róży,2013-06-24 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitura różana z Końskowoli,2013-06-24 00:00:00
lubelskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło z Bychawy,2013-07-02 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłka kraśnickie,2013-07-31 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitura poziomkowa,2013-09-11 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Konfitura z owoców róży,2013-10-01 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Rogaliki półfrancuskie śmietanowe z masą orzechową i różą,2013-10-09 00:00:00
lubelskie,Gotowe dania i potrawy,Karczmiskie pierogi z bobru (bobu),2014-02-06 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Kraśnickie domowe wino owocowe,2014-02-06 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Chleb żytni tradycyjny,2014-02-06 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Pralina z Lublina,2014-02-06 00:00:00
lubelskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło z Opola Lubelskiego,2014-02-25 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Żurawinówka biłgorajska,2014-04-11 00:00:00
lubelskie,Gotowe dania i potrawy,Jabłczanka z Fajsławic,2014-06-06 00:00:00
lubelskie,Sery i inne produkty mleczne,Sery z ziołami,2014-06-06 00:00:00
lubelskie,Gotowe dania i potrawy,Pierogi z czerwoną fasolą,2014-07-02 00:00:00
lubelskie,Gotowe dania i potrawy,Kapusta z grochem i śmietaną z Gorzkowa,2014-07-15 00:00:00
lubelskie,Gotowe dania i potrawy,Karp w śmietanie po poniatowsku,2014-07-15 00:00:00
lubelskie,Gotowe dania i potrawy,Chodelskie gołąbki z kiszonej kapusty,2014-07-15 00:00:00
lubelskie,Sery i inne produkty mleczne,Twaróg z Bychawy,2014-07-15 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Szynka domowa roztoczańska,2014-11-14 00:00:00
lubelskie,"Oleje i tłuszcze (masło, margaryna itp.)","Oleje lniany, rzepakowy, słonecznikowy tłoczone na zimno z Turzych Rogów ",2014-11-21 00:00:00
lubelskie,Gotowe dania i potrawy,Zupa z karpia,2015-01-26 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Jabłkówka z Mikołajówki,2015-01-26 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Szarlotka józefowska,2015-01-26 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Kaczka grądziarska,2015-02-02 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Nadwiślański sok jabłkowy,2015-02-02 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Syrop z płatków róży,2015-03-31 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Syrop z owoców róży,2015-03-31 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Kiełbasa bronicka,2015-05-20 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Szynka wędzona z Wisznic,2015-05-20 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Kiełbasa królewska wędzona z Wisznic,2015-05-20 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Kiełbasa swojska wędzona z Wisznic,2015-05-20 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Polędwica wędzona z Wisznic,2015-05-20 00:00:00
lubelskie,Miody,Nałęczowski miód wielokwiatowy,2015-05-25 00:00:00
lubelskie,Gotowe dania i potrawy,Golasy izbickie,2015-06-16 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Ciastka przez maszynkę,2015-06-16 00:00:00
lubelskie,Gotowe dania i potrawy,Kaczka po zmojsku,2015-06-23 00:00:00
lubelskie,Gotowe dania i potrawy,Kisiel z owsa (owsiany),2015-06-23 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Cebulak żukowski,2015-06-23 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Sernik z kartoflami z Jaszczowa,2015-06-23 00:00:00
lubelskie,Gotowe dania i potrawy,Żur żukowski,2015-07-03 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Baba (babka) drożdżowa z jabłkami,2015-07-03 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Bułka wiejska,2015-07-15 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Chleb starowiejski,2015-07-15 00:00:00
lubelskie,Inne produkty,Chmiel krasnostawski,2015-08-26 00:00:00
lubelskie,Gotowe dania i potrawy,Flaki piaseckie,2016-01-19 00:00:00
lubelskie,Gotowe dania i potrawy,Słodkowska kapusta z grzybami,2016-01-19 00:00:00
lubelskie,Sery i inne produkty mleczne,Śmietana z Bychawy,2016-01-19 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Truskawka z gminy Puławy,2016-02-22 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Wątrobianka krzczonowska,2016-03-17 00:00:00
lubelskie,Gotowe dania i potrawy,Kluski gryczane,2016-04-01 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Swojskie mięso wekowane ze Zwierzyńca,2016-04-21 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ćwikła z Werbkowic,2016-06-15 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Chleb żytni naturalny,2016-06-15 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Chleb gryczany,2016-06-15 00:00:00
lubelskie,Sery i inne produkty mleczne,Lody lubartowskie,2016-06-16 00:00:00
lubelskie,Gotowe dania i potrawy,"Pierogi skromowskie z kasza jaglaną, serem i miętą",2016-07-18 00:00:00
lubelskie,Gotowe dania i potrawy,Parowańce skromowskie z serem,2016-07-18 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Dżem żurawinowy biłgorajski,2016-07-18 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Kiełbasa swojska biłgorajska,2016-09-06 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Napój żniwny z rabarbaru i miety,2016-09-14 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Boczek wędzony z Wisznic,2016-09-22 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Baleron wędzony z Wisznic,2016-09-22 00:00:00
lubelskie,Gotowe dania i potrawy,Pierogi z bobem i mięsem z Dobryniowa,2016-10-14 00:00:00
lubelskie,Gotowe dania i potrawy,Podcos,2016-10-14 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Korowaj-chleb weselny z Paszenek,2016-10-14 00:00:00
lubelskie,Gotowe dania i potrawy,Zawijoki janowickie,2016-12-01 00:00:00
lubelskie,Gotowe dania i potrawy,Kulebiak z Perkowic,2016-12-01 00:00:00
lubelskie,"Produkty rybołówstwa, w tym ryby",Kotlety rybne z Sugrów,2016-12-01 00:00:00
lubelskie,Sery i inne produkty mleczne,Lody sławatyckie,2017-05-08 00:00:00
lubelskie,Sery i inne produkty mleczne,Kefir nadwiślański,2017-06-19 00:00:00
lubelskie,Sery i inne produkty mleczne,Maślanka nadwiślańska,2017-06-19 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),herbatka księcia Sapiehy,2017-07-27 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Szparagi z Janiszowa,2017-07-27 00:00:00
lubelskie,Sery i inne produkty mleczne,Twaróg nadwiślański,2017-08-11 00:00:00
lubelskie,"Produkty rybołówstwa, w tym ryby",Pasztet z karpia z Sierkowoli ,2017-11-08 00:00:00
lubelskie,Gotowe dania i potrawy,Pierogi perkowickie,2018-02-08 00:00:00
lubelskie,Gotowe dania i potrawy,Barszcz czereśniowy,2018-03-14 00:00:00
lubelskie,Gotowe dania i potrawy,Kołacz z jagłami z Perkowic,2018-03-14 00:00:00
lubelskie,Gotowe dania i potrawy,Parowańce/wareniki - kluski gotowane na parze z Bubel Granny,2018-03-14 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Sok z pigwowca z Końskowoli,2018-03-14 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Świnia rasy wielkiej białej polskiej (wbp),2018-03-29 00:00:00
lubelskie,Gotowe dania i potrawy,Dziędziuchy -placki z gotowanych ziemniaków z Dokudowa,2018-04-19 00:00:00
lubelskie,Gotowe dania i potrawy,Karczmiski barszcz biały,2018-04-19 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Świnia rasy polskiej białej zwisłouchej (pbz),2018-04-19 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Sok jabłkowo-buraczkowy z Wandalina,2018-04-19 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłko józefowskie,2018-04-19 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Ciastka z cukrem z Perkowic,2018-04-19 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Racuchy drożdżowe z jabłkami z Dokudowa,2018-04-19 00:00:00
lubelskie,Gotowe dania i potrawy,Golasy z kaszy gryczanej z serem z Łobaczewa Małego,2018-05-15 00:00:00
lubelskie,Inne produkty,Chełmski makaron jajeczny,2018-05-15 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Herbatka różana z ziołami z Wandalina,2018-05-15 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Domowa nalewka z porzeczek i agrestu z Opola Lubelskiego,2018-05-15 00:00:00
lubelskie,Sery i inne produkty mleczne,Popiołek z Krupego - ser w popiele,2018-05-15 00:00:00
lubelskie,Sery i inne produkty mleczne,Maślanka naturalna z Bychawy,2018-05-15 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Pączki staropolskie z Ostrowa Lubelskiego,2018-05-30 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Cydr sadownika z Mikołajówki,2018-11-16 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Gruszki z przecierze śliwkowym,2018-11-16 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Ptyś z bitą śmietaną i malinami z Lublina,2018-11-16 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Szarlotka razowa z Lublina,2018-11-16 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Dąbrowski trunek z mniszka,2019-05-17 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Lubelska czekolada pitna ,2019-05-17 00:00:00
lubelskie,Gotowe dania i potrawy,Kakory z Łobaczewka Małego,2019-05-31 00:00:00
lubelskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło ekstra z Michowa,2019-05-31 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Pieróg gryczany gałęzowski,2019-05-31 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Lubleska gryczanka drożdżowa,2019-05-31 00:00:00
lubelskie,Miody,Miód akacjowo-malinowy ,2019-11-27 00:00:00
lubelskie,Miody,Miód wielokwiatowy - majowy z Karczmisk,2019-11-27 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Pełnoziarniste mąki z Zabłocia ,2020-01-14 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)","Jabłka, gruszki, śliwki suszone z Wandalina",2020-02-02 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Buraczak (przaśniak) lubelski,2020-02-12 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Jabłuszko lubelskie w cieście,2020-02-12 00:00:00
lubelskie,"Produkty rybołówstwa, w tym ryby",Karp wędzony z Bełżca,2020-03-27 00:00:00
lubelskie,Gotowe dania i potrawy,Pierogi z farszem z karpia,2020-04-01 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Herbatka owocowa z malinami z Wandalina,2020-04-01 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Tort fasolowy - modryniak,2020-10-02 00:00:00
lubelskie,Gotowe dania i potrawy,Pieremiacze,2020-10-15 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Bezy z Ostrowa Lubelskiego,2020-12-07 00:00:00
lubelskie,Gotowe dania i potrawy,Kulasza z Księżpola,2021-04-20 00:00:00
lubelskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Krężałki księżpolskie,2021-04-20 00:00:00
lubelskie,Gotowe dania i potrawy,Zupa jabłkowa hrubieszowska,2021-04-20 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Kiełbasa z Dratowa,2021-05-11 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Bronicki boczek wędzony,2021-07-12 00:00:00
lubelskie,Mięso świeże oraz produkty mięsne,Bronicka szynka wędzona,2021-07-12 00:00:00
lubelskie,Gotowe dania i potrawy,Cybulniki,2021-09-02 00:00:00
lubelskie,Wyroby piekarnicze i cukiernicze,Masłomęcki chleb na zakwasie,2021-09-02 00:00:00
lubelskie,Gotowe dania i potrawy,Pierogi z ziemniakami i cebulą (kryzysówki),2021-09-02 00:00:00
lubelskie,Inne produkty,Ocet jabłkowy bełżecki,2021-09-02 00:00:00
lubelskie,Gotowe dania i potrawy,Baranowskie grzyby,2021-09-17 00:00:00
lubelskie,Napoje (alkoholowe i bezalkoholowe),Herbatka fermentowana z liści,2021-09-17 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Bochen chleba starowiejskiego,2006-02-17 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Wino gronowe,2006-02-17 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,"Paska bukowińska (pascha, chleb bukowiński)",2006-04-24 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Strudel (strucla),2006-04-24 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Chleb łęczycki żytni razowy pełnoziarnisty,2006-10-26 00:00:00
lubuskie,Miody,Miód wielokwiatowy łąkowy z Doliny Noteci,2007-03-01 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Kapusta kwaszona nadnotecka,2007-04-26 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Piwo wschowskie,2008-09-04 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Miód pitny – Trójniak,2009-06-15 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Jarzębiak,2010-07-07 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Jarzębiak na winiaku,2010-07-07 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Schab tradycyjny słubicki,2012-04-16 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Chleb domowy na zakwasie,2012-05-31 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Chleb z dodatkiem nasion lnu,2012-05-31 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Piwo zielonogórskie,2013-04-17 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Szarlotka z landsberską,2013-06-24 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Piwo witnickie,2013-07-18 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ogórki kiszone nadnoteckie,2013-09-11 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Papierówka w syropie,2013-10-01 00:00:00
lubuskie,Gotowe dania i potrawy,Pierogi z kaszą gryczaną i twarogiem,2013-12-05 00:00:00
lubuskie,Gotowe dania i potrawy,Pierogi z kapustą i grzybami leśnymi,2013-12-05 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa żarska,2013-12-05 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Naturalnie mętne soki z Solnik,2013-12-05 00:00:00
lubuskie,Sery i inne produkty mleczne,Ser kozi zamkowy,2013-12-05 00:00:00
lubuskie,Miody,Miód akacjowy,2013-12-19 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Jabłka odmiany Landsberska,2014-01-24 00:00:00
lubuskie,"Produkty rybołówstwa, w tym ryby",Mieszanka rybna w zalewie octowej,2014-01-24 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Salceson wiejski,2014-02-06 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Wino jabłkowe,2014-04-11 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Syrop z płatków róż,2014-04-11 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Nalewka z owoców derenia,2014-05-15 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Lubuskie pierniki,2014-06-17 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Śliwka gubinka,2014-07-02 00:00:00
lubuskie,Gotowe dania i potrawy,Gołąbki w kiszonej kapuście z ziemniakami,2014-10-07 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Szynka tradycyjna,2014-10-07 00:00:00
lubuskie,Inne produkty,Ziołomiód pokrzywowy,2015-01-26 00:00:00
lubuskie,"Produkty rybołówstwa, w tym ryby",Wojnowska ryba na kwaśno,2015-02-12 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa wiejska,2015-03-02 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Chleb ze starego pieca,2015-03-02 00:00:00
lubuskie,Gotowe dania i potrawy,Szynka z dzika pieczona,2015-03-25 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Nalewka deptucha,2015-08-28 00:00:00
lubuskie,"Oleje i tłuszcze (masło, margaryna itp.)",Olej lniany tłoczony na zimno,2015-08-28 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),"Nalewka sosnowa ""sosnówka""",2015-10-26 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Śliwa w occie,2015-10-26 00:00:00
lubuskie,Inne produkty,Ocet jabłkowo-miodowy,2016-01-19 00:00:00
lubuskie,Napoje (alkoholowe i bezalkoholowe),Wino zielonogórskie gronowe,2016-02-12 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Pączki lubuskie,2016-02-12 00:00:00
lubuskie,Miody,Miód lipowy magdaleński,2016-04-01 00:00:00
lubuskie,"Produkty rybołówstwa, w tym ryby",Paprykarz wojnowski,2016-04-01 00:00:00
lubuskie,"Produkty rybołówstwa, w tym ryby",Węgorz parowany po rybacku,2016-04-01 00:00:00
lubuskie,Sery i inne produkty mleczne,Ser twarogowy z mleka koziego - krajanka,2016-04-01 00:00:00
lubuskie,Sery i inne produkty mleczne,Ser kozi dojrzewający,2016-04-01 00:00:00
lubuskie,Sery i inne produkty mleczne,Twaróg kozi dojrzały wytapiany,2016-04-01 00:00:00
lubuskie,Sery i inne produkty mleczne,Ser dojrzewający z mleka krowiego,2016-04-21 00:00:00
lubuskie,Sery i inne produkty mleczne,Ser twarogowy z mleka krowiego - krajanka,2016-04-21 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa podsuszana sławska z indykiem,2016-05-11 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa sławska z indykiem,2016-05-11 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Serdelki sławskie z indykiem,2016-05-11 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa szynkowa sławska z indynkiem,2016-05-11 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Miodowa musztarda z dyni - pikantna i łagodna,2016-11-04 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa kresowa dojrzewająca,2016-12-21 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa zabużańska rzemieślnicza,2016-12-21 00:00:00
lubuskie,Miody,Miód nektarowo-spadziowy,2017-03-17 00:00:00
lubuskie,Gotowe dania i potrawy,Żur z ziołami ,2017-05-08 00:00:00
lubuskie,Gotowe dania i potrawy,Kasla - karkówka w kapuście kiszonej,2017-05-08 00:00:00
lubuskie,Miody,Lubiszyński miód rzepakowy,2017-11-30 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Szynka wędzona z komina,2017-12-20 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Babka ucierana,2018-03-14 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Ciastka kręcone z maszynki - smalcówki,2018-03-14 00:00:00
lubuskie,Miody,Miód wielokwiatowy z doliny Warty,2018-03-20 00:00:00
lubuskie,Gotowe dania i potrawy,Wołowina z karmelizowanej cebuli,2018-05-30 00:00:00
lubuskie,"Oleje i tłuszcze (masło, margaryna itp.)",Masło sławskie,2018-05-30 00:00:00
lubuskie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Powidła śliwkowe z węgierek,2018-05-30 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Drożdżowiec,2018-05-30 00:00:00
lubuskie,Gotowe dania i potrawy,Bigos myśliwski,2018-10-08 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Szynka indycza,2018-11-16 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa myśliwska z indyka ,2018-11-16 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Polędwica z indyka ,2018-11-16 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Kiełbasa sucha z indyka,2018-11-16 00:00:00
lubuskie,Wyroby piekarnicze i cukiernicze,Chleb żytni na zakwasie`,2019-06-12 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Palcówka - kiełbasa,2019-07-17 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Bułczanka,2020-06-29 00:00:00
lubuskie,Mięso świeże oraz produkty mięsne,Czarny salceson ,2020-06-29 00:00:00
lubuskie,Gotowe dania i potrawy,Żeberka z dzika w pomidorach z miodem,2020-10-15 00:00:00
łódzkie,Sery i inne produkty mleczne,Oscypek,2005-09-28 00:00:00
łódzkie,Wyroby piekarnicze i cukiernicze,Chleb wiejski łęczycki,2006-10-26 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)","Chrzan znad Środkowej Warty, w laskach",2007-02-12 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Powidła śliwkowe łowickie,2007-08-28 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ogórki kwaszone po łowicku,2007-08-28 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ogórki konserwowe po łowicku,2007-08-28 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ćwikła z chrzanem po łowicku,2007-12-21 00:00:00
łódzkie,Gotowe dania i potrawy,Zalewajka z zasmażką,2008-01-22 00:00:00
łódzkie,Mięso świeże oraz produkty mięsne,Jagnięcina ze świniarki,2008-02-01 00:00:00
łódzkie,Mięso świeże oraz produkty mięsne,Gęś owsiana z Bogusławic,2008-02-19 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Ogórek kwaszony spod Wielunia,2008-02-22 00:00:00
łódzkie,"Orzechy, nasiona, zboża, warzywa i owoce (przetworzone i nie)",Chrzan nadwarciański po staropolsku,2008-02-22 00:00:00
